Peak_ID;Gene_Name
chr16-57576126-57577009;ADGRG5
chr16-57609413-57610328;ADGRG5
chr16-57735061-57735986;ADGRG3
chr16-57735061-57735986;DRC7
chr16-58425843-58426722;GINS3
chr16-66483446-66484356;BEAN1
chr16-66485020-66485928;BEAN1
chr16-66587264-66588166;TK2
chr16-66587264-66588166;CKLF
chr16-66585558-66586439;CKLF
chr16-66959420-66960271;RRAD
chr16-67062933-67063685;CES4A
chr16-67062933-67063685;CBFB
chr16-67183395-67184285;B3GNT9
chr16-67216745-67217600;MATCAP1
chr16-67216745-67217600;NOL3
chr16-67260372-67261289;TMEM208
chr16-67260372-67261289;ELMO3
chr16-67393092-67393985;LRRC36
chr16-67480800-67481676;HSD11B2
chr16-67480800-67481676;ATP6V0D1
chr16-67490135-67491022;ATP6V0D1
chr16-67514085-67514996;ATP6V0D1
chr16-67555556-67556488;RIPOR1
chr16-67561940-67562784;RIPOR1
chr16-68074560-68075470;DUS2
chr16-68118699-68119607;DUS2
chr16-68118699-68119607;NFATC3
chr16-68235736-68236586;DUS2
chr16-68235736-68236586;NFATC3
chr16-68332252-68333166;SLC7A6
chr16-68709837-68710581;CDH3
chr16-69166211-69167084;CHTF8
chr16-69166211-69167084;UTP4
chr16-69796235-69797147;WWP2
chr16-72889817-72890691;ZFHX3
chr16-71841922-71842805;AP1G1
chr16-70454088-70455015;ST3GAL2
chr16-70381038-70381946;DDX19A
chr16-74700631-74701410;RFWD3
chr16-75019134-75019809;WDR59
chr16-75024364-75025229;WDR59
chr16-75108720-75109593;ZNRF1
chr16-75233617-75234503;ZFP1
chr16-78576931-78577445;WWOX
chr16-81851050-81851915;PLCG2
chr16-82202952-82203738;HSD17B2
chr16-82202952-82203738;MPHOSPH6
chr16-84359980-84360875;WFDC1
chr16-84544164-84545025;MEAK7
chr16-84601630-84602418;MEAK7
chr16-84601630-84602418;COTL1
chr16-84602879-84603756;COTL1
chr16-84732605-84733384;USP10
chr16-85008225-85008870;ZDHHC7
chr16-85061318-85062211;KIAA0513
chr16-85279694-85280617;GSE1
chr16-85309654-85310496;GSE1
chr16-85652630-85653521;GSE1
chr16-85750734-85751589;C16orf74
chr16-85832475-85833166;EMC8
chr16-85833286-85833877;EMC8
chr16-85832475-85833166;COX4I1
chr16-85833286-85833877;COX4I1
chr16-85851114-85851982;COX4I1
chr16-85853512-85854453;COX4I1
chr16-85894018-85894874;COX4I1
chr16-85931557-85932411;IRF8
chr16-85978119-85979027;IRF8
chr16-86011298-86012140;IRF8
chr16-87416505-87417351;FBXO31
chr16-87983408-87984144;BANP
chr16-88591362-88592285;ZFPM1
chr16-88636879-88637754;ZC3H18
chr16-88769359-88770156;RNF166
chr16-88803229-88804114;PIEZO1
chr16-89233546-89234441;ACSF3
chr16-89574457-89575241;SPG7
chr16-89627191-89628109;RPL13
chr16-89723484-89724300;CHMP1A
chr16-89752355-89753233;CDK10
chr16-89934417-89935380;FANCA
chr16-89934417-89935380;SPIRE2
chr16-89986319-89987235;TCF25
chr16-89986319-89987235;MC1R
chr1-229478484-229479287;CCSAP
chr1-229643998-229644895;NUP133
chr1-230276864-230277777;GALNT2
chr1-231376716-231377512;GNPAT
chr1-231376716-231377512;C1orf131
chr1-231529795-231530661;SPRTN
chr1-231529795-231530661;EGLN1
chr1-231557242-231558075;EGLN1
chr1-231777857-231778749;DISC1
chr1-234597657-234598500;COA6
chr1-234597657-234598500;TARBP1
chr1-234599609-234600516;TARBP1
chr1-234746550-234747377;IRF2BP2
chr1-234747884-234748707;IRF2BP2
chr1-235105259-235105879;TOMM20
